company,email,phone,website,street_address,zip_code,county,rating,review_count,google_place_id,source,tags
Coral Reef Dental,user@domain.com,(727) 789-1333,https://www.coralreefdental.com/,3490 E Lake Rd S,34683,Pinellas County,5,536,ChIJq2VRGgntwogRSQJZsA4F9G8,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Bright Now! Dental & Orthodontics - East Lake, FL",chosen-sprite@2x.png,(727) 781-8000,https://www.brightnow.com/dental-office/palm-harbor-dentist/21070/?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles,324 E Lake Rd S,34683,Pinellas County,4.5,241,ChIJUzu6JQrtwogRCN5-4xCoJKs,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Dr. Maggie Davis & Associates Pediatric Dentist,wendy@drmaggiedavis.com,(727) 786-7551,https://www.drmaggiedavis.com/,3840 Tampa Rd,34684,Pinellas County,4.8,953,ChIJQTnhL3XtwogRVGqImXorTc0,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Eastlake Center for Implants and Restorative Dentistry,febin.babu@growthplug.com,(727) 334-1129,https://www.eastlakecenterforimplants.com/?utm_campaign=gmb,3488 E Lake Rd S #401,34684,Pinellas County,4.9,231,ChIJlfO4AgntwogR1hOCQkUVj9Q,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Knellinger Dental Excellence,,(727) 785-3383,https://www.palmharbordentistry.com/?utm_source=maps&utm_medium=organic&utm_campaign=PDM+palm+harbor+fl&utm_content=website,1246 Florida Ave,34685,Pinellas County,4.6,263,ChIJH-S-H-_ywogRYjfnw8tLMPc,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Robert M Christ, DMD",staff@eastlakedentalexcellence.com,(727) 934-1200,https://eastlakedentalexcellence.com/?utm_source=gmb_auth,3033 Ridgeline Blvd STE A,34688,Pinellas County,5,28,ChIJ59i00ISTwogRLP75uZKw0EE,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Courtney S Nowicki, DDS",staff@eastlakedentalexcellence.com,(727) 934-1200,https://eastlakedentalexcellence.com/,3033 Ridgeline Blvd STE A,34688,Pinellas County,4.9,22,ChIJpx2uf_aTwogRscnXLTdVRo8,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Dr. Emanuel Kontos, DMD",kontosdmd@tampabay.rr.com,(727) 939-2099,https://www.kontosdental.com/,2605 Keystone Rd,34688,Pinellas County,4.9,75,ChIJuSDyWj6NwogR4C-YwAV1-Tk,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Dr. Lyndsay Mccaslin,office@myexpressionsdentistry.com,(727) 787-6453,https://mypalmharbordentist.com/,3007 Ridgeline Blvd suite a,34688,Pinellas County,4.2,5,ChIJFYfMut2SwogRswcnnq5o3YM,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Monticciolo Family & Sedation Dentistry,,(813) 336-8478,https://happydentistry.com/,40668 US Hwy 19 N,34688,Pinellas County,4.3,253,ChIJEU4FCYqNwogRj27W1nQnYGw,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Coast Dental,tarponsprings@coastdental.com,(727) 942-4144,https://www.coastdental.com/dentist-office/tarpon-springs-fl-34689?utm_source=gmb&utm_medium=organic,41324 US Hwy 19 N,34688,Pinellas County,4.6,638,ChIJQ8-yxEmMWYgRaBJA3A1759c,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Smile Design Tarpon Springs,,(727) 609-6240,https://thesmiledesigntarponsprings.com/,40958 US Hwy 19 N,34688,Pinellas County,4.4,515,ChIJy6VkrwiSwogRupSxCNPxQII,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Evara Health at Tarpon Springs,red@2x.png,(727) 824-8181,https://evarahealth.org/,247 S Huey Ave,34688,Pinellas County,2.6,163,ChIJxdqc6XqNwogR7H9SYl4CWhs,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Blueberry Dental, Dr Ewelina Kalinowska-Szyszka",micah@micahrich.com,(727) 938-9200,https://tarpondentist.com/,510 E Tarpon Ave,34688,Pinellas County,4.9,51,ChIJa7IIeXGNwogRa-2ZTZTBvII,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Ridgemoor Dental Arts,ndrburch4854@gmail.com,(727) 789-8900,https://www.ridgemoordentalarts.com/,4854 Ridgemoor Blvd,34688,Pinellas County,5,11,ChIJaZamiintwogRW9iqn4P2Y6w,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Allen Dental Practice,allendentalpractice@hotmail.com,(727) 937-5159,http://www.allendentalpractice.com/,138 Country Club Ct,34688,Pinellas County,4.1,17,ChIJm_qsXhWNwogR2ksPl6LmtZU,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Dr. Mark A. Johnson, DMD",Admin@johnsondentalpractice.com,(727) 937-5159,https://johnsondentalpractice.com/,138 Country Club Ct,34688,Pinellas County,4.8,31,ChIJm_qsXhWNwogR0TcOpNDMM9c,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Prestige Dentistry - Trinity,,(727) 376-3763,https://prestige-dentistry.com/,1641 Davenport Dr,34688,Pinellas County,4.8,527,ChIJ_es92DKSwogR9Jwa1xO7Roo,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Blueberry Dental - Dr. Kalinowska Szyszka,micah@micahrich.com,(727) 938-9200,https://tarpondentist.com/,510 E Tarpon Ave,34689,Pinellas County,5,34,ChIJZ8NWzuWNwogRG2mmqmLnYn8,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Dr. Dennis P. Allen, DMD",allendentalpractice@hotmail.com,(727) 937-5159,http://allendentalpractice.com/,138 Country Club Ct,34689,Pinellas County,5,6,ChIJm_qsXhWNwogR8bawcO28lTs,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Dr. Jose Avila,howie.taylor@coastdental.com,(727) 734-4144,https://www.coastdental.com/dentist-office/tarpon-springs-fl-34689/doctor-bios,41324 US Hwy 19 N,34689,Pinellas County,5,3,ChIJyTSHVnmNwogRk2i_jNB9ynM,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Paul Kolodziej, DDS, DMD",,(727) 940-9055,https://www.aspendental.com/providers/paul-kolodziej/1417235847/,40545 US Hwy 19 N G,34689,Pinellas County,,0,ChIJG8hH7IiNwogRhNQd8_rPa8Q,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Emergency Dentist 24/7 Tarpon Springs,eds-logo-header@2x.webp,(888) 350-1340,https://www.emergencydentalservice.com/eds-locations,650 E Tarpon Ave,34689,Pinellas County,,0,ChIJbXtl97yNwogRc05l9CFNqmc,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
The New You Dental & Aesthetics,Thenewyoudental@gmail.com,(727) 286-7627,https://thenewyoudental.com/,945 Main St,34695,Pinellas County,4.9,208,ChIJn9hsL2fuwogRnDLe_iumyKA,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Baker Family & Cosmetic Dentistry of Safety Harbor,,(727) 531-4462,https://clearwaterfamily.dental/,231 2nd St S Ste 101 Suite 101,34695,Pinellas County,4.7,403,ChIJEXX9wz_lwogRiFWTi-A74YI,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Huntington Dental Arts: Nicolas Nieto DMD PA.,nietodmd@yahoo.com,(727) 799-2400,https://www.huntingtondentalarts.com/,701 Enterprise Rd E STE 201,34695,Pinellas County,4.6,45,ChIJzSEi59XtwogRIEhgzSH43RY,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Carroll Patrick J DDS,,(727) 725-5870,[32m✓[0m Done,255 Phillippe Landing,34695,Pinellas County,5,13,ChIJX0MhtovuwogRltZDXKGEDg0,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
The Dental Office Of Dunedin,info@dunedindental.com,(727) 738-8845,https://www.dunedindental.com/,1044 Belcher Rd,34698,Pinellas County,4.9,936,ChIJGadgFh3ywogR3FO8dfZEA5k,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Dunedin Dental Associates,info@ddadental.com,(727) 734-3321,https://ddadental.com/?utm_source=gmb&utm_medium=organic,1201 County Rd 1,34698,Pinellas County,5,370,ChIJGaOP0n7zwogRh4N9lpy_R4o,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Dunedin Dental Care,,(727) 761-4229,https://dunedindentalcare.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,1100 Pinehurst Rd,34698,Pinellas County,4.8,903,ChIJh6ORaCnywogRjsy6ts3UeMw,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Florida Oral & Maxillofacial Surgery,,(727) 738-1716,https://www.floridaomfs.com/,1993 County Rd 1,34698,Pinellas County,5,937,ChIJee1Gaj_ywogRxZS4-iW5Qvg,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Gulf Shore Dentistry,,(727) 594-6659,https://www.gulfshoredentistry.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,2260 Bayshore Blvd,34698,Pinellas County,5,273,ChIJh9zQebbzwogRa30kmPky1Z4,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Dunedin Shores Dental Care - Dental Implants, Cosmetic & General Dentist",,(727) 733-1004,https://dunedinshoresdental.com/,1463 Pinehurst Rd,34698,Pinellas County,5,83,ChIJdTxfaznzwogRlTWptwYL_ig,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
TLC Dentistry,john@myportalmarketing.com,(727) 334-2205,https://www.dentistdunedinfl.com/,2323 Curlew Rd #2f,34698,Pinellas County,4.9,199,ChIJbb_kknDywogR_YlmmIc7vdo,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Johnson Dental Practice Dunedin,Admin@johnsondentalpractice.com,(727) 437-7774,https://johnsondentalpractice.com/,2213 Curlew Rd,34698,Pinellas County,4.6,28,ChIJ2Rd84onzwogR5otGOHG43UA,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Beach Dentistry,office@drbeachdentistry.com,(727) 736-1111,https://drbeachdentistry.com/,1995 County Rd 1,34698,Pinellas County,4.9,91,ChIJOe78aj_ywogRYvrsX0i9EPo,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Bayshore Family Dental,chosen-sprite@2x.png,(727) 733-1175,https://bayshorefamilydentalfl.com/?utm_source=organic&utm_medium=gbp&utm_id=local,1952 Bayshore Blvd,34698,Pinellas County,4.8,289,ChIJ245Tr8nzwogRcVVxn5KKorw,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Monticciolo Family Sedation Dentistry,,(813) 336-8478,https://happydentistry.com/,1370 Main St,34698,Pinellas County,4.6,256,ChIJdbeSPknzwogRE8CFDA4trEg,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
"Steven D. Neyer, DMD",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,(727) 733-7848,https://www.drneyer.com/,1022 Main St STE P,34698,Pinellas County,4.9,509,ChIJG59R_CrywogRlXIbn1v3SUQ,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
William Spencer,,(727) 734-3321,[32m✓[0m Done,1201 County Rd 1 STE B,34698,Pinellas County,5,3,ChIJMyp8lSbywogRb18r_xVzfZ0,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Shining Smiles Teeth Whitening,,(727) 417-0274,https://www.whitemysmile.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6360841676924752607,2141 Main St Suite I,34698,Pinellas County,5,66,ChIJEUnYik_5wogR00zXO7SbmIU,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Lepore Comprehensive Dentistry,,(727) 361-2452,https://leporedentistry.com/,822 Milwaukee Ave,34698,Pinellas County,4.9,314,ChIJP3GFOnzxwogRK2-3n1f6RYA,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Mariana Boles,howie.taylor@coastdental.com,(727) 736-1777,https://www.coastdental.com/dentist-office/dunedin-fl-34698/doctor-bios,916 Curlew Rd,34698,Pinellas County,,0,ChIJP45atLLzwogRZG-oADSN9aw,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Dr. Michael Yuan,,(727) 738-1716,https://www.floridaomfs.com/,1993 County Rd 1,34698,Pinellas County,5,448,ChIJkWFGaj_ywogRfzwGbQyGRgI,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Sara Maltese,,(727) 738-8845,https://www.dunedindental.com/our-office/,1044 Belcher Rd,34698,Pinellas County,5,1,ChIJ__-rFh3ywogRcriEiIT-mm0,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
Coast Dental,dunedin@coastdental.com,(727) 736-1777,https://www.coastdental.com/dentist-office/dunedin-fl-34698?utm_source=gmb&utm_medium=organic,916 Curlew Rd,34698,Pinellas County,4.6,818,ChIJY5kxYEPywogRaaeDj6D5MN8,Pinellas County Google Maps Scan,"dentist, pinellas-county, 2026-03-02"
